userName,score,at,label,content
Yusup Supriadi,5,8/18/2024 18:53,positif,ok
henricusm. manalu,4,8/18/2024 18:21,positif,"be cool.,😊"
Wulandari Maesa,5,8/18/2024 17:58,positif,sangat membantu
NUR HASAN,5,8/18/2024 14:17,positif,Biar bintang yang bicara.semangat bekerja
rachmad tri wijanarko,5,8/18/2024 9:21,netral,ingin tanya nih apa ini beragam jenis lowongan kerja di beberapa perusahaan terkemuka tanpa ada cullukulum vitae
Yohanes Berchmans Ndari,5,8/18/2024 6:41,positif,baik sekali
Angela Monica,3,8/18/2024 4:50,negatif,Biasa
Ahmad Wendro,5,8/18/2024 4:09,positif,Bagus
HEPI RAMDAN,5,8/18/2024 3:50,positif,good job
Jukana Cirebon,5,8/18/2024 1:28,positif,mantap
Slamet Fahudin,3,8/17/2024 22:31,negatif,"Maaf aku kasih 3, karna pilihan pekerjaan nya untuk orang yang sekolah nya tinggi semua gak ada yang setara SMA, atau SMK"
maman sulaeman,5,8/17/2024 20:04,netral,semoga ada panggilan interviu
akaj amusuk,5,8/17/2024 17:47,positif,ok
Rahmansyah Vivo,5,8/17/2024 17:08,positif,mantap sangat lah oke.
Yati Apen,5,8/17/2024 13:54,positif,baik
Nadia Karina Hakman,5,8/17/2024 12:56,positif,"Thank youu glints.. dari sekian banyak nya aplikasi pencari kerja, hanya aplikasi glints yang cepat dapat tanggapan dari HRD. Mantapp.. tapi ada sedikit keluhan, kadang aplikasi nya keluar sendiri ngga tau kenapa:(( semoga bisa diperbaiki.."
Aditia Maulana,1,8/17/2024 12:18,negatif,Gtau cara kerja nya
GAJAH DUDUK,4,8/17/2024 11:55,positif,baik
Scheva Sudartono,5,8/17/2024 8:25,positif,"Great job, sir"
Billie,2,8/17/2024 7:07,negatif,"plusnya bisa komunikasi langsung sama HRD nya minusnya domisili kerjanya jauh jauh banget padahal udah di setting domisili gw sekarang, gw harap sih buat domisili kerjanya harus di perbaiki sesuai dengan domisili di pelamarnya."
Ryan Ryan,4,8/17/2024 6:19,positif,bagus
Labib Khoirul,5,8/17/2024 4:19,positif,jos
Bakhtiar Tiar,5,8/17/2024 2:02,positif,Bermanfaat
M Tambunan,5,8/16/2024 17:55,positif,Aplikasi bagus
arya fauzan,5,8/16/2024 17:18,positif,ok
Adi Wicaksono,5,8/16/2024 15:37,positif,Sangat-sangat membantu sekali🙏
Muhammad Husin Khaikal,4,8/16/2024 12:50,netral,Semoga membantu para pencari kerja
Aura Haq,5,8/16/2024 11:26,positif,"semoga berkah untuk semua yang butuh kerjaan 🤲🤲🤲🙏🤝😊 Dan akan makin banyak berkah jika, bagaimana caranya agar bisa memuat lowongan kerja untuk usia 50 tahun keatas karena saat ini byk org ""YG TDK muda"" secara usia tapi sebenarnya masih energik dan kuat, tidak kalah dgn yg muda2, tapi beliau2 itu terbentur ""syarat -usia"" yg dipasang oleh calon pemberi kerja. Terimakasih 🙏🤲👍❤🤝"
hasnawati,5,8/16/2024 10:18,positif,bagus
Erwin Sathya,5,8/16/2024 9:16,negatif,belum dpt
Agis Fauji,5,8/16/2024 9:15,positif,bagus
Zainudin,5,8/16/2024 8:01,positif,ok bgt
Siti Rohimah,5,8/16/2024 7:09,positif,bguss
Wahyu Jp (Lonewolf),5,8/16/2024 6:26,positif,bagus
Indra Gunawan,5,8/16/2024 6:09,positif,"walopun blm membuahkan hasil,semoga sedekah bintang 5 ini bisa berkah buat apk nya"
Delphi junelsy,5,8/16/2024 5:42,positif,bagus
Pidoan Putra,4,8/16/2024 4:57,positif,sangat bagus
Ati Sidik,5,8/16/2024 4:44,positif,oke
Eva Fadilah,5,8/16/2024 4:06,positif,mantap
Soun Goreng,5,8/16/2024 2:43,positif,terima kasih Glints membantu saya mencari pekerjaan semoga para pencari kerja terbantu dg Glints sehingga bisa menerima saya sebagai karyawannya
dadan ramdani,5,8/16/2024 2:17,positif,ok siap
Bertua Butarbutar,5,8/16/2024 0:40,netral,Yohanes Stmpl
Sae pulloh,4,8/16/2024 0:24,positif,mantap
Sulthan Gustav,5,8/15/2024 18:41,positif,Best lah walau lokernya g banyak tapi respon
zakaria excellent,5,8/15/2024 15:47,positif,belum dapat kerjaan
Ilham Ahadiath,1,8/15/2024 14:46,negatif,Bisa bisanya rating bagus wkwkw jangan buag harapan mu di platform ini karena percuma ga akan ada panggilan
Laode Zakaria (Zack),5,8/15/2024 14:21,positif,Fiturnya bagus karena bisa berkomunikasi lgsg dgn pihak pemberi kerja hanya sayang galeri kerja masih kurang bahkan tdk ada untuk wilayah tertentu.
Dhimas Sagita Putra,5,8/15/2024 12:17,positif,"Aplikasi yang bagus sekali yg dimana pemberi kerja merespon sangat cepat, tidak hanya melempar lowongan tidak ada tanggapan seperti aplikasi sebelah. Piliha kerja pun beragam. Semoga management glints semakin ber inovasi dan selalu jaya.........."
22 - 214 NAUFAL ARYA PRATISENA,1,8/15/2024 11:51,negatif,Ini kenapa sih aplikasi perasaan sebelumnya ga kenapa napa tapi sekarang rada lag sih padahal ram hp saya gede dan aplikasi lain tidak kenapa napa
Syifa Syakila,1,8/15/2024 10:13,negatif,"Setelah update kenapa jadi bug sama ngelag yaa? tolong cepat perbaiki dong, ganggu bgt"
215's,5,8/15/2024 9:55,positif,Bagus
Aldyan Aldy,5,8/15/2024 9:04,positif,Keren
Nurul Hidayantri 2,5,8/15/2024 8:07,netral,semoga dpt kerjaan yg cocok
Redho Satria Pramana,5,8/15/2024 7:00,positif,Very good
Antonius Clenduno Sihotang,5,8/15/2024 4:53,positif,Oke punya
Sarif Hidayatullah,5,8/15/2024 4:52,netral,👍
Arief purnama,5,8/15/2024 4:05,positif,bagus
Apol flori,5,8/15/2024 4:02,positif,sangat membatu
Fahyu Agasta,5,8/15/2024 3:48,positif,Alkhamndulilah saya dapet pekerjaan yang layak semoga berkah selalu
Nia Kurniasih,5,8/15/2024 3:07,positif,bagus banget buat jobseeker. beberapa kali dapat panggilan interview setelah apply lewat apk ini. perihal diterima atau engga itu urusàn HRD masing2 perusahaan.
boy Saghi,5,8/15/2024 2:25,positif,good s
Suci Uci,5,8/15/2024 1:06,positif,bagus
Kuswandi,1,8/14/2024 23:35,positif,Lumayan
Samuel Hia,5,8/14/2024 19:46,positif,mantap
Hermawan Alwani3.3,3,8/14/2024 16:18,netral,semoga sih terlaksana atau benar benar tepat bagi pencari kerja 🤲
Ardiannurpudya Nurpudya,5,8/14/2024 13:35,positif,bagus
Riau Zakaria,1,8/14/2024 13:29,negatif,"option sudah di setting kota pencarian area jakarta selatan tapi yang muncul daerah seindonesia, hahahaah jadi buang waktu scrolling cari yang sesuai area jakarta selatan option pekerjaan Warehouse tapi muncul semua bidang pekerjaan,, jadi tambah buang waktu lagi scrolling bidang pekerjaan yang sesuai... to many waste time..."
deri ga,3,8/14/2024 11:35,negatif,"Aneh banyak banget jadi kandidat terpilih dan status nya sedang komunikasi,tapi tidak ada satupun yg menghubungi."
Dimas Radithya,5,8/14/2024 11:18,positif,mantap pol
Muhamad Idris,5,8/14/2024 9:47,positif,"aplikasi terbaik untuk cari loker, terima kasih"
Sapril Sapri,5,8/14/2024 9:39,negatif,iya'in dah
Rokhman 21,4,8/14/2024 8:17,positif,membantu bngt
mamat rahmat,5,8/14/2024 8:13,positif,sangat infotmatif
Muhtadin Muhtadin,5,8/14/2024 7:37,positif,terimakasih
Rino Priyon,5,8/14/2024 5:11,positif,top
Jasni Sinaga,5,8/14/2024 4:54,positif,sangat membantu mencari pekerjaan
Ferry Erry,3,8/14/2024 4:06,positif,"App nya bagus. Banyak job trsedia dan sesuai pilihan. Namun semua lamaranku di tolak, kadung seneng krn lanjut di WA tp msi di tolak jg."
Wiwin Amtasi,5,8/14/2024 3:46,positif,sangat bagus
yoseph harianto,5,8/14/2024 3:31,positif,terimakasih Glints
mkao,5,8/14/2024 2:10,negatif,Tingkatin lagi lebih baik ya
IND 25,4,8/13/2024 17:35,netral,update
Sky Fijyer,5,8/13/2024 17:12,positif,Aplikasi ini sangat bagusan banget buat yang pengangguran
ahmad wijaya,4,8/13/2024 16:30,netral,semoga bisa membantu untuk mendapatkan tambahan
Syafitrah alif Raihan,2,8/13/2024 13:21,negatif,Aplikasi nya ngechat ga dibales ² padahal online Ngelamar kesana sini belum ada read atau hal apapun hadeuh gaakan pake aplikasi ini lagi deh ada ngartis semua HRD nya sudahlah ini aplikasi nya khusu untuk pekerja yang pengalaman 😒😒👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎
Bagus Racing,4,8/13/2024 12:32,positif,mantap
eka jusvar,5,8/13/2024 11:15,positif,good
Silvilia Dwi,5,8/13/2024 9:00,positif,aplikasinya bagus untuk saya yang baru pertama kali mencoba aplikasi ini
Alit Elang_Raung,5,8/13/2024 8:34,positif,jos
D Omel,4,8/13/2024 8:22,positif,baik
Ayr Soda,3,8/13/2024 8:07,negatif,"Filter pencarian pekerjaan membingungkan, sudah dibuat daerah tertentu malah yang keluar daerah lain"
Dedy Ivan Kristianto,4,8/13/2024 7:53,positif,oke
stepi,4,8/13/2024 6:34,netral,"buat aplikasinya udah bagus yaa, mudah dipahami. di aplikasi ini aku sering dipanggil buat interview tapi males bgt kadang gaji yang ditulis ga sesuai sama yang dikasih nantinya, bukannya ga bersyukur atau gimana ya tapi itu termasuk nipu ga si?? kadang tulis 3jt - 4jt, tapi aslinya cuma 1jt - 2jt aja."
Rira Akbar,5,8/13/2024 3:32,positif,ok bgt thx Glints
Godam Adi,5,8/13/2024 3:15,netral,"semoga cepat dapat kerja,"
Iswadi Fh,5,8/13/2024 2:59,netral,saya coba dulu
Syahrul Mubarak,1,8/13/2024 2:48,negatif,tidak bisa buka fitur chat. padahal sudah pakai 2 hp berbeda.
Husen Husen,5,8/13/2024 2:06,positif,ok
Satria Biru,5,8/13/2024 1:50,positif,"senang pake apk glint,sangat membantu berkat apk ini saya Uda kerja"
Mursidah S,3,8/13/2024 1:47,positif,ok
Atika Kusumondari (ATIKA),5,8/13/2024 1:23,positif,"Luar biasa aplikasi Glints ini!! Baru sehari apply lgsg dapet panggilan interview, responsif bgt pihak recruternya💯💯"
Mukhtar Muklis,5,8/12/2024 23:51,positif,trimakasih telah membantu kami pencari kerja untuk menemukan pekerjaan yang cocok untuk kami
Nendy sebastian,5,8/12/2024 14:14,positif,verry good
Hendra,5,8/12/2024 13:11,positif,sangat membantu semoga ada jalannya
Rafif Graphic Design,5,8/12/2024 11:06,positif,good very good
Tegoh Praja,1,8/12/2024 9:31,netral,Apa bener bisa bekerja lewat aplikasi ini
Dito Saputra,5,8/12/2024 8:48,positif,Good jobs
Risma Nadia,5,8/12/2024 7:07,positif,membantu sekali untuk pencari kerja❤
Fuad Sulaimy,5,8/12/2024 6:15,positif,Sudah keren ini aplikasi
Rhmdd YT,1,8/12/2024 3:55,negatif,"Gk guna, hrd gk pernah reply"
Adi Aryani,5,8/12/2024 3:20,positif,bagus
Dim Dhimpel,2,8/12/2024 2:25,negatif,"untuk daerah kab.semarang mungkin di perluas lagi untuk lowongan PT nya , karena rata2 adanya di Bekasi , tangerang"
Wawang Gunawan,5,8/12/2024 2:19,positif,keren
Budi Nurabadi,5,8/11/2024 14:20,positif,sangat baik
Hairul Imam,5,8/11/2024 13:41,positif,Sangat Membantu dan mudah di Gunakan... Tidak Ada Iklan...
BOWIE SAPUTERA,5,8/11/2024 13:14,positif,"Awalnya ragu pakai aplikasi ini. Setelah 3 hari langsung dapat panggilan & keterima kerja. Bersyukur sekali, terimakasih untuk Glits & team work nya. Sukses selalu. 🙏"
Jack Boy,4,8/11/2024 12:45,positif,Okk
AKWAN YASIN,4,8/11/2024 12:43,positif,nice apk
Anggi Satria,1,8/11/2024 12:38,negatif,"Tolong dong adain fitur untuk kandidat agar dapat ngasih rating sama perusahaan, karena saya sering masuk dalam komunikasi tapi ga ada email masuk atau pun obrolan terkait aplikasi lamaran saya, tiba² langsung pindah tidak sesuai atau loker ditutup, sehingga saya mulai kurang percaya dengan aplikasi ini."
Elky145 L-tif,3,8/11/2024 12:30,netral,nyoba beneran nggk nih
Muhamad Arifin,5,8/11/2024 8:15,positif,loker sangat detail
agus giantoro,5,8/11/2024 7:27,positif,terbaik
Nakano Miku,5,8/11/2024 4:34,positif,bagus
arief budiman,5,8/11/2024 3:01,positif,"Mantapp... Aplikasi ini membantu saya menemukan pekerjaan yang saya butuhkan, semoga sukses buat kalian semua pencari cuan, terimakasih. 🙂🙂"
Nyimaz Harum,4,8/11/2024 2:33,netral,saya coba dulu 4 kalo berhasil dapat kerjaan saya kasih pull
Fiquesub 08,1,8/11/2024 2:31,negatif,"kerjaan disekitar sangat sedikit, tetapi di daerah bali dan jawa timur melimpah. ada apa dengan glints? lama lama makin gak beres"
Bunda Yanti,4,8/11/2024 0:23,positif,membantu dalam mencari kerja
Riki Wahyudi,5,8/10/2024 14:45,netral,semoga dapet kerja
Irfan Rizky Saputra,5,8/10/2024 14:19,netral,"Good untuk berikhtiar mencari pekerjaan, semoga dpt kerjaan dinaplikasi ini"
Achmad Choirul Anwar,5,8/10/2024 11:54,positif,Aplikasi loker yang memiliki fitur yang cukup lengkap dan sangat membantu bagi para pencari kerja
Moh Abdul,5,8/10/2024 11:52,positif,bagus
Prasetyo Agil,5,8/10/2024 11:00,netral,semoga saya cepat dapat pekerjaan
Ilham mzs,3,8/10/2024 10:29,negatif,"Ini webnya sering eror apa gimana nih? Aplikasinya kurang bagus ngasih rekomendasinya, itu-itu lagi. Kalau di web rekomendasi bagus, banyak variasi tapi sering gak bisa diakses."
Henoch Budi Prasetyo,5,8/10/2024 10:00,positif,keren
Bangkit Kembali,5,8/10/2024 7:11,positif,baik
Mas Juned,5,8/10/2024 5:56,netral,JUNAEDI JUN
J Kasuma,5,8/10/2024 2:05,positif,best
Herdy Well,5,8/10/2024 0:59,positif,bagus sangat jelas setiap prosesnya
hendra priyatna,5,8/9/2024 17:04,netral,mudahan2 cepat di terima
ibnul design,5,8/9/2024 16:19,positif,good
elang fahamsyah,5,8/9/2024 14:49,positif,sangat membantu
Kainalainaina,5,8/9/2024 12:51,netral,semoga lancar
Hari Novandi,5,8/9/2024 12:35,positif,Good
Saryanto Anto,5,8/9/2024 12:35,positif,sangat membantu
Sakinah Fresti,5,8/9/2024 11:58,positif,baguss banget
Mul Maulana,1,8/9/2024 11:24,positif,Lumayan ke bantu buat mencari loker
Panji Siagian Panji,3,8/9/2024 8:06,positif,Sangat membantu
Alif Janu k,5,8/9/2024 7:12,positif,sangat membantu dalam mencari pekerjaan🙏
Rahman zein,5,8/9/2024 6:38,positif,kwren
nanang kurniawan,5,8/9/2024 6:27,positif,simple
Niswa 2023,3,8/9/2024 6:17,netral,3dulu nanti klo dapat kerja Bintang 5
Donny Des Akhyar,5,8/9/2024 4:54,positif,yes good
David Dapit,5,8/9/2024 3:29,positif,benar benar banyak pekerjaan saya kagum
Regita Anggraeini,5,8/9/2024 2:49,positif,bagus
Iyam Mariam,5,8/9/2024 2:09,positif,Good
Dewi Sartika,5,8/9/2024 1:33,positif,sangat bagus dan membantu.
Ahmad Ripanto,3,8/9/2024 1:01,netral,d ksh 3 dlu karena blm dpt
Purwana April,5,8/8/2024 20:51,negatif,Hapus sampa
Gaming 08,4,8/8/2024 19:30,positif,bagus
Maldini,5,8/8/2024 18:47,positif,Ter-Baik
Rafael Tobing,5,8/8/2024 18:30,positif,Nice Application
Ali yansyah,5,8/8/2024 17:54,positif,Okey makasi
irena eldriani,1,8/8/2024 14:54,negatif,"knapa setelah di update aplikasi tidak bisa digunakan, tertulis ""glitns terhenti"". Bagaimana menanggapinya?"
Muhammad Herdiana,5,8/8/2024 12:54,positif,sangat membantu
Vikarinda Virginia,5,8/8/2024 12:08,positif,bagus
Eric Prakasa,5,8/8/2024 11:43,positif,Bagus
Alief Signy,5,8/8/2024 9:34,positif,sangat membantu 🙏
Ichsan J,3,8/8/2024 8:36,negatif,belum ada perkembangan
Alfa Nepali,5,8/8/2024 6:04,positif,terlalu keren
Anak Pertama,5,8/8/2024 4:37,positif,bagus untuk mencari kerja
Mardayat Edane,5,8/8/2024 2:23,positif,good
Renaldy Tanjung,2,8/8/2024 0:47,negatif,Preferensi untuk penempatan posisi menganggu. Karena bidang yang dipilih cuma terbatas
Leo Wibisono,5,8/7/2024 22:57,positif,bagus membantu sekali
Kristopel Sinaga (kristo),5,8/7/2024 17:06,positif,bagus
Supriadi,5,8/7/2024 14:03,positif,"sangat bermanfaat ,sesuai ini aplikasi"
Ibu elih Ibu elih,2,8/7/2024 12:16,positif,Bagus !!!
husain basyri,5,8/7/2024 12:06,positif,good app
Albert Suranta Tambun,5,8/7/2024 11:28,positif,Sangat Bagus
Dicky dicky,5,8/7/2024 10:59,positif,bintang lah yg dapat menilai Glints
Jefrianus Bili,5,8/7/2024 10:25,positif,sangat memudah dalam mencari lowong pelerjan
Suherman Herman,5,8/7/2024 9:26,positif,sangat membantu dalam mencari kerja
Ashilahasiyah Kusnadi,5,8/7/2024 9:06,positif,recomended
Allwan Yasiz,5,8/7/2024 7:34,positif,bagus
Ical Ilyas,5,8/7/2024 6:49,negatif,ya gitulah
Borexz Marno,5,8/7/2024 5:56,netral,Semoga bisa lgsg dpat kerja di apk glints
Pur Purnomo,5,8/7/2024 4:43,positif,sangat membantu
agung dermawan,5,8/7/2024 3:40,positif,sangat membantu
Dahlia Anggraini,1,8/7/2024 3:39,negatif,APLIKASI HOAXS !! GW SUDAH NGELAMAR 200 LAMARAN DI GLINTS SUDAH 3 BULAN GW NGELAMAR GA ADA 1 PUN YANG DI PANGGIL KERJA !! 😢
Madsum Madsum,5,8/7/2024 2:04,positif,"Lumayan sangat membantu,juga mudah difahami"
Karim Muzakki,5,8/7/2024 1:56,positif,manyap
Diandra Diandra,5,8/7/2024 1:29,netral,baru pertama lewat aplikasi
Darul Mustofa,3,8/7/2024 1:00,negatif,belum pernah dapat panggilan
Ujang Supriyatna,5,8/7/2024 0:54,positif,Ok
Pandiasmat Pandi,5,8/6/2024 15:38,positif,puas banget jadi mudah
Marde rian,5,8/6/2024 15:31,positif,sangat mudah untuk cari kerja
simkuring 04,5,8/6/2024 12:53,positif,sangat seneng sekali
Fakihsurya Atmaja,1,8/6/2024 12:19,negatif,"Jarak sangat sangat tidak akurat,"
Lumina,2,8/6/2024 12:05,negatif,Kenapa di pencarian rekam medis ngga ada min😭😭
Aldi Putra,5,8/6/2024 11:44,positif,Sangat membantu
Adi Mangadu Tua,5,8/6/2024 9:43,negatif,sungguh sangat memuaskan.
Asep Sutiawan,5,8/6/2024 9:17,positif,bagus
AndreTri Hadi,5,8/6/2024 8:53,positif,mantap
amru kaizsa,5,8/6/2024 8:35,positif,bermanfaat sekali
yudhi razak,5,8/6/2024 3:40,positif,bagus infonya selalu update 👍🙏
Farkhan Hidayat,1,8/6/2024 2:31,negatif,"Aplikasi ga jelassss, Bad, Creepy. Ga membantu!!"
syarip Syaripudin,5,8/6/2024 2:26,netral,semoga dapat membantu saya mencari kerjaan
Seti erlita Lalang,5,8/6/2024 2:26,positif,baik
ADITYA GAMEZONE,5,8/5/2024 16:18,positif,nice
Abiw Satria,4,8/5/2024 13:44,positif,yuk gabung
Cahya Murni,5,8/5/2024 12:49,positif,bagus buat cari kerja
Tampan Malikul HA,4,8/5/2024 11:52,positif,oke guys
nanik apriyani,5,8/5/2024 11:04,positif,aplikasi memudahkan para pencari kerja
Difel kidss,5,8/5/2024 8:54,positif,aplikasinya bagus banget
Septiyan Rudi,5,8/5/2024 8:03,positif,sangat membantu menemukan lowongan pekerjaan
Wiwik Pratiwi,5,8/5/2024 6:44,positif,Fitur mudah di pahami dan sangat membantu
Alfi sr Ucok,5,8/5/2024 5:59,positif,cocok untuk orang yang bisanya ngabisin harta orang tua
Mulyadi “Abi cemul” Mul,4,8/5/2024 5:27,netral,coba dulub
MOHAMAD NASRUDIN,5,8/5/2024 5:19,positif,sangat bagus
boim botax,4,8/5/2024 5:13,positif,Okk bgt
Sri hartuti ibrahim,5,8/5/2024 4:22,positif,sangat baik
Kahar Kahar,5,8/5/2024 1:43,positif,makasih
Taufiiq Nurrokhim,3,8/5/2024 0:14,netral,coba dulu
Tri Jayanti,3,8/4/2024 20:28,netral,coba
aris kanzha,5,8/4/2024 19:29,positif,Mantap bisa chat dengan HRD
Anton Kona,5,8/4/2024 17:11,positif,membantu melamar pekerjaan
Aku Hamil,5,8/4/2024 17:08,positif,ok
Rizal Aditia mahendra,1,8/4/2024 15:13,negatif,Pencarian kota tidak sesuai contoh pencarian bandung tapi kebanyakan muncul malah badung bali
iwan amaranggana,5,8/4/2024 15:06,positif,Aplikasi ini membantu untuk mejembatani antara pelamar dan perusahaan notifnya gak ribut dan ribeut sekarang gak nyari loker lagi bsk sudah berangkat kerja di tempat yg baru trimks glint.
Woyo Faizan,5,8/4/2024 7:28,positif,lbh mudah&bisa chat ke HRD lgsg
Wahyu Purnama,5,8/4/2024 7:00,positif,sangat membantu mencari lowongan pekerjaan
Yudo Margono,5,8/4/2024 6:54,positif,sangat bermanfaat
Ilham Khairuddin Fathony,1,8/4/2024 4:58,negatif,"Filter ga bisa di set seluruh area Indonesia, harus milih maksimal 3 kota. Pokoknya fitur Filternya menyusahkan banget, lebih mudah yang versi desktop"
Mardiana nasution Mardiana,5,8/4/2024 1:41,positif,bagus
Susanti -,5,8/4/2024 1:31,positif,mantul aplikasinya
Jafar Jafar,5,8/3/2024 23:17,positif,"sangat memuaskan dan membantu bagi yang mencari kerja, bismillah dapat"
Kahfi Kahfi,5,8/3/2024 13:37,positif,ini sangat lah bagus untuk mencari kerja an
Bakrudin,5,8/3/2024 13:15,positif,bagus mantap
"Rofik,ah Siti",5,8/3/2024 12:59,netral,Kerja drever
Abet Aritonang,5,8/3/2024 10:29,positif,so far so good
Ibnu Hajar,5,8/3/2024 9:34,positif,Good job
ikbal fernando,5,8/3/2024 8:16,positif,good
Kezia yemima Kezia,5,8/3/2024 7:12,netral,Baru belajar
ali syahputra,5,8/3/2024 7:02,positif,bagus buat ya Lom dapat pekerjaan
Faizal Rizky,5,8/3/2024 6:23,positif,good job
Adam Peb,5,8/3/2024 5:38,positif,mantap
Ardiansyah Ardi,5,8/3/2024 5:21,positif,sangat membantu
Fajar 24,3,8/3/2024 5:15,negatif,Kenapa tidak bisa ubah photo profil ya?
Danurwinda Adi nugraha,5,8/3/2024 3:04,negatif,"Rata"" nerimanya sarjana euyy,sedangkan ane hny lulusan SMP,cuman modal SIM B1 aja."
yayah 1975,5,8/3/2024 0:37,positif,is good
hanif jumitra,5,8/2/2024 18:58,positif,sangat membantu
Hardiansyah prank,5,8/2/2024 13:34,positif,bagus
alex Ibrahim,5,8/2/2024 12:35,positif,ok
Dian Setiawan,3,8/2/2024 12:03,positif,saya coba dulu
Adam nizam,5,8/2/2024 10:47,positif,good
Tiyung Ku,5,8/2/2024 10:34,positif,saya langsung dapet kerjaan
Heri Heryansyah,5,8/2/2024 10:21,positif,Nice
ivan zeri,4,8/2/2024 7:31,negatif,saya masih belum dipanggil interview
NAH RAWI,2,8/2/2024 7:26,positif,bagus
fitri widya,5,8/2/2024 6:51,positif,"Makasih glints, aku dapet kerja dari glints🥰"
Yohan Apriyandi,5,8/2/2024 4:01,positif,"the app easy to use, light and I like the UI so simply"
Whinos Metra,5,8/2/2024 2:21,negatif,"ada beberapa pemosting iklan yang mungkin tidak baca experience, padahal skill dan model bisnis sama tapi di tolak dengan alasan tak sesuai skill dan model bisnis"
Zuhrotul Maghfiroh,5,8/2/2024 1:57,positif,bagus
Alvin _betnas,5,8/1/2024 23:50,positif,Mudah
Anida Septi,5,8/1/2024 17:52,netral,Bagus tapi kurang lengkap
trysha ratu,1,8/1/2024 17:05,negatif,"banyak bug, aplikasi sering ketutup sendiri pdhl sebelumnya baik baik aja. koneksi internet saya bagus, memo saya tidak penuh jd ini semua murni karna bug. mohon segera di perbaiki."
Lea Hedy,5,8/1/2024 16:53,netral,sangat membutuhkan pekerjaan
Adit Opik,5,8/1/2024 16:49,positif,sangat membantu
Faisal Faisal,4,8/1/2024 14:50,positif,"aplikasi ini sangat membantu sekali untuk para pencari kerja,."
Aria Melani,5,8/1/2024 14:43,positif,"Terimakasih glints, aku pale kurleb1 bulan langsung dapet kerja"
Hasan Aripin,1,8/1/2024 13:34,negatif,Sekian byk lamaran yang saya ajukan tidak ada tanggapan oleh pihak pembuat loker. ( Fiktif ).
Muhammad Khaliq,5,8/1/2024 12:55,positif,kerenn
Muhammad Misbahul Munir,5,8/1/2024 12:09,positif,Keren banget
Rohman Andir,5,8/1/2024 6:32,positif,bagus
Andy Sensasional,5,8/1/2024 6:27,positif,mantap
Pir Daus,5,8/1/2024 4:31,positif,baik
putra ramzi,5,8/1/2024 4:00,positif,good aplikasi
Saraswati Soelistiorini,5,8/1/2024 3:26,positif,bagus
pekik marle,4,8/1/2024 3:04,positif,aplikasinya mantep
A third of The night,1,8/1/2024 0:16,negatif,"Uda peke glints dari tahun 2018-2023 dipanggil interview sekali aja ga pernah, ga guna ini aplikasi.. uninstal!"
Rusli Hidayah,5,7/31/2024 23:28,positif,terbaik
Kurdin Asep,5,7/31/2024 16:49,positif,Mudah dan bisa pilih apa yang kita cari
Muhammad Wachjudi,5,7/31/2024 16:29,netral,Semoga aplikasi ini benar benar memberikan bukti dan dapat menambahkan penghasilan yang lebih baik
Ais Lisnawati,4,7/31/2024 15:05,positif,"bagus banyak lowongan bekerja disini,saya dapet tempat magang disini alhamdulilahh terima kasih glints🥹🥰"
Rizky Putri Maharani,5,7/31/2024 14:42,positif,"Fitur mudah dipahami, dan pengaplikasian sangat mudah. Hanya kekurangan nya di filter pencarian tempat kerja yang kurang relavan, but all udah keren. Di apk ini juga saya dapat pekerjaan yang saya impikan, thankss."
Nur Alamsyah,5,7/31/2024 11:57,positif,Ok
M adi wicaksono,5,7/31/2024 11:49,positif,ok
Sandri Saputra Mooduto,5,7/31/2024 11:20,positif,mantap
Rabbani Dompu,5,7/31/2024 10:39,positif,menyalaaa
mohammmad Rizki Ardana,5,7/31/2024 9:57,positif,keren
Darilan _,1,7/31/2024 7:54,negatif,"Aplikasi buruk, mau hapus akun aja susah banget mana loker kayak enggak pernah diupdate. Tingkatkan lagi aplikasinya"
Putra Kembar,5,7/31/2024 2:53,netral,Saya baru bergabung di apk ini. Semoga saja degan ada nya apk ini saya lebih mudah mencari pekerjaan. Aamiin
Muslihatun Madjapar,5,7/31/2024 2:46,positif,terimakasih¹
Romeo Saputra,5,7/31/2024 1:50,positif,terimakasih sangat membantu untuk mencari lowongan kerja yang sesuai dengan kemampuan yang dimiliki.
Ade Ira,5,7/30/2024 13:30,positif,memudahkan mencari kerjaan
Ardansyah,5,7/30/2024 9:51,positif,mantap
jufri akbar,5,7/30/2024 9:51,positif,"sangat membantu, dan mudah untuk mencari pekerjaan"
Kessy In,4,7/30/2024 9:43,positif,okeesi
Reza Maulana,5,7/30/2024 8:18,positif,ok banget
Eponk Elbara,5,7/30/2024 8:11,positif,ok
osbon daniel silaban,5,7/30/2024 7:33,positif,memudahkan mencari informasi dan pekerjaan
Taufik Hidayat,5,7/30/2024 4:21,positif,goddd👍
Muhammad Nawawi,5,7/30/2024 4:18,positif,aplikasi nya bagus bngt bisa memudah kn org cari pekerjaan
Malik Malik12,5,7/30/2024 2:38,netral,saya butuh pekerjaan sekarang
Muhamad Agus ramdani,1,7/30/2024 2:18,negatif,Dalam memilih loker di aplikasi ini harus cermat karena banyak penipu.. Anda juga harus tau ciri ciri tentang penipuan.. Pokonya waspada.
Nova Singro,5,7/29/2024 17:44,positif,terima kasih buat admin glints sangat membantu bagi yang sangat membutuh kan pekerjaan
