,content,label_num,clean_teks
685,"Tolong dong adain fitur untuk kandidat agar dapat ngasih rating sama perusahaan, karena saya sering masuk dalam komunikasi tapi ga ada email masuk atau pun obrolan terkait aplikasi lamaran saya, tiba² langsung pindah tidak sesuai atau loker ditutup, sehingga saya mulai kurang percaya dengan aplikasi ini.",0,tolong adain fitur kandidat rating usaha masuk komunikasi tidak email masuk obrol kait aplikasi lamar tiba langsung pindah tidak sesuai loker tutup kurang percaya aplikasi
686,nyoba beneran nggk nih,1,nyoba beneran tidak nih
687,loker sangat detail,2,loker detail
688,terbaik,2,baik
689,bagus,2,bagus
690,"Mantapp... Aplikasi ini membantu saya menemukan pekerjaan yang saya butuhkan, semoga sukses buat kalian semua pencari cuan, terimakasih. 🙂🙂",2,mantapp aplikasi bantu temu kerja butuh moga sukses cari cuan terimakasih
691,saya coba dulu 4 kalo berhasil dapat kerjaan saya kasih pull,1,coba hasil kerja kasih pull
692,"kerjaan disekitar sangat sedikit, tetapi di daerah bali dan jawa timur melimpah. ada apa dengan glints? lama lama makin gak beres",0,kerja sekitar daerah bal jawa timur limpah glints tidak beres
693,membantu dalam mencari kerja,2,bantu cari kerja
694,semoga dapet kerja,1,moga dapet kerja
695,"Good untuk berikhtiar mencari pekerjaan, semoga dpt kerjaan dinaplikasi ini",1,good ikhtiar cari kerja moga kerja dinaplikasi
696,Aplikasi loker yang memiliki fitur yang cukup lengkap dan sangat membantu bagi para pencari kerja,2,aplikasi loker milik fitur cukup lengkap bantu cari kerja
697,bagus,2,bagus
698,semoga saya cepat dapat pekerjaan,1,moga cepat kerja
699,"Ini webnya sering eror apa gimana nih? Aplikasinya kurang bagus ngasih rekomendasinya, itu-itu lagi. Kalau di web rekomendasi bagus, banyak variasi tapi sering gak bisa diakses.",0,webnya eror nih aplikasi kurang bagus rekomendasi ituitu situs rekomendasi bagus variasi tidak akses
700,keren,2,keren
701,baik,2,baik
702,JUNAEDI JUN,1,junaedi jun
703,best,2,best
704,bagus sangat jelas setiap prosesnya,2,bagus proses
705,mudahan2 cepat di terima,1,mudah cepat terima
706,good,2,good
707,sangat membantu,2,bantu
708,semoga lancar,1,moga lancar
709,Good,2,good
710,sangat membantu,2,bantu
711,baguss banget,2,baguss banget
712,Lumayan ke bantu buat mencari loker,2,lumayan bantu cari loker
713,Sangat membantu,2,bantu
714,sangat membantu dalam mencari pekerjaan🙏,2,bantu cari kerja
715,kwren,2,kwren
716,simple,2,simpel
717,3dulu nanti klo dapat kerja Bintang 5,1,kerja bintang
718,yes good,2,ya good
719,benar benar banyak pekerjaan saya kagum,2,kerja kagum
720,bagus,2,bagus
721,Good,2,good
722,sangat bagus dan membantu.,2,bagus bantu
723,d ksh 3 dlu karena blm dpt,1,d kasih
724,Hapus sampa,0,hapus sampa
725,bagus,2,bagus
726,Ter-Baik,2,baik
727,Nice Application,2,nice application
728,Okey makasi,2,okey makas
729,"knapa setelah di update aplikasi tidak bisa digunakan, tertulis ""glitns terhenti"". Bagaimana menanggapinya?",0,update aplikasi tidak tulis glitns henti tanggap
730,sangat membantu,2,bantu
731,bagus,2,bagus
732,Bagus,2,bagus
733,sangat membantu 🙏,2,bantu
734,belum ada perkembangan,0,kembang
735,terlalu keren,2,keren
736,bagus untuk mencari kerja,2,bagus cari kerja
737,good,2,good
738,Preferensi untuk penempatan posisi menganggu. Karena bidang yang dipilih cuma terbatas,0,preferensi tempat posisi menganggu bidang pilih batas
739,bagus membantu sekali,2,bagus bantu
740,bagus,2,bagus
741,"sangat bermanfaat ,sesuai ini aplikasi",2,manfaat sesuai aplikasi
742,Bagus !!!,2,bagus
743,good app,2,good app
744,Sangat Bagus,2,bagus
745,bintang lah yg dapat menilai Glints,2,bintang nilai glints
746,sangat memudah dalam mencari lowong pelerjan,2,mudah cari lowong pelerjan
747,sangat membantu dalam mencari kerja,2,bantu cari kerja
748,recomended,2,recomended
749,bagus,2,bagus
750,ya gitulah,0,ya gitulah
751,Semoga bisa lgsg dpat kerja di apk glints,1,moga langsung kerja apk glints
752,sangat membantu,2,bantu
753,sangat membantu,2,bantu
754,APLIKASI HOAXS !! GW SUDAH NGELAMAR 200 LAMARAN DI GLINTS SUDAH 3 BULAN GW NGELAMAR GA ADA 1 PUN YANG DI PANGGIL KERJA !! 😢,0,aplikasi hoaxs lamar lamar glints lamar tidak panggil kerja
755,"Lumayan sangat membantu,juga mudah difahami",2,lumayan membantujuga mudah difahami
756,manyap,2,manyap
757,baru pertama lewat aplikasi,1,aplikasi
758,belum pernah dapat panggilan,0,panggil
759,Ok,2,ok
760,puas banget jadi mudah,2,puas banget mudah
761,sangat mudah untuk cari kerja,2,mudah cari kerja
762,sangat seneng sekali,2,senang
763,"Jarak sangat sangat tidak akurat,",0,jarak tidak akurat
764,Kenapa di pencarian rekam medis ngga ada min😭😭,0,cari rekam medis tidak min
765,Sangat membantu,2,bantu
766,sungguh sangat memuaskan.,0,sungguh muas
767,bagus,2,bagus
768,mantap,2,mantap
769,bermanfaat sekali,2,manfaat
770,bagus infonya selalu update 👍🙏,2,bagus informasi update
771,"Aplikasi ga jelassss, Bad, Creepy. Ga membantu!!",0,aplikasi tidak jelassss bad creepy tidak bantu
772,semoga dapat membantu saya mencari kerjaan,1,moga bantu cari kerja
773,baik,2,baik
774,nice,2,nice
775,yuk gabung,2,yuk gabung
776,bagus buat cari kerja,2,bagus cari kerja
777,oke guys,2,oke guys
778,aplikasi memudahkan para pencari kerja,2,aplikasi mudah cari kerja
779,aplikasinya bagus banget,2,aplikasi bagus banget
780,sangat membantu menemukan lowongan pekerjaan,2,bantu temu lowong kerja
781,Fitur mudah di pahami dan sangat membantu,2,fitur mudah paham bantu
782,cocok untuk orang yang bisanya ngabisin harta orang tua,2,cocok orang bisa habis harta orang tua
783,coba dulub,1,coba dulub
784,sangat bagus,2,bagus
785,Okk bgt,2,okk banget
786,sangat baik,2,baik
787,makasih,2,terimakasih
788,coba dulu,1,coba
789,coba,1,coba
790,Mantap bisa chat dengan HRD,2,mantap chat hrd
791,membantu melamar pekerjaan,2,bantu lamar kerja
792,ok,2,ok
793,Pencarian kota tidak sesuai contoh pencarian bandung tapi kebanyakan muncul malah badung bali,0,cari kota tidak sesuai contoh cari bandung banyak muncul badung bal
794,Aplikasi ini membantu untuk mejembatani antara pelamar dan perusahaan notifnya gak ribut dan ribeut sekarang gak nyari loker lagi bsk sudah berangkat kerja di tempat yg baru trimks glint.,2,aplikasi bantu mejembatani lamar usaha pemberitahuannya tidak ribut ribeut tidak nyari loker besok berangkat kerja trimks glint
795,lbh mudah&bisa chat ke HRD lgsg,2,mudahbisa chat hrd langsung
796,sangat membantu mencari lowongan pekerjaan,2,bantu cari lowong kerja
797,sangat bermanfaat,2,manfaat
798,"Filter ga bisa di set seluruh area Indonesia, harus milih maksimal 3 kota. Pokoknya fitur Filternya menyusahkan banget, lebih mudah yang versi desktop",0,filter tidak set area indonesia milih maksimal kota pokok fitur filter susah banget mudah versi desktop
799,bagus,2,bagus
800,mantul aplikasinya,2,mantul aplikasi
801,"sangat memuaskan dan membantu bagi yang mencari kerja, bismillah dapat",2,muas bantu cari kerja bismillah
802,ini sangat lah bagus untuk mencari kerja an,2,bagus cari kerja an
803,bagus mantap,2,bagus mantap
804,Kerja drever,1,kerja drever
805,so far so good,2,far good
806,Good job,2,good job
807,good,2,good
808,Baru belajar,1,ajar
809,bagus buat ya Lom dapat pekerjaan,2,bagus ya kerja
810,good job,2,good job
811,mantap,2,mantap
812,sangat membantu,2,bantu
813,Kenapa tidak bisa ubah photo profil ya?,0,tidak ubah foto profil ya
814,"Rata"" nerimanya sarjana euyy,sedangkan ane hny lulusan SMP,cuman modal SIM B1 aja.",0,nerimanya sarjana euyysedangkan lulus smpcuman modal sim bb
815,is good,2,is good
816,sangat membantu,2,bantu
817,bagus,2,bagus
818,ok,2,ok
819,saya coba dulu,2,coba
820,good,2,good
821,saya langsung dapet kerjaan,2,langsung dapet kerja
822,Nice,2,nice
823,saya masih belum dipanggil interview,0,panggil interview
824,bagus,2,bagus
825,"Makasih glints, aku dapet kerja dari glints🥰",2,terimakasih glints dapet kerja glints
826,"the app easy to use, light and I like the UI so simply",2,the app easy use light and i like the ui simply
827,"ada beberapa pemosting iklan yang mungkin tidak baca experience, padahal skill dan model bisnis sama tapi di tolak dengan alasan tak sesuai skill dan model bisnis",0,pemosting iklan tidak baca experience skill model bisnis tolak alas tidak sesuai skill model bisnis
828,bagus,2,bagus
829,Mudah,2,mudah
830,Bagus tapi kurang lengkap,1,bagus kurang lengkap
831,"banyak bug, aplikasi sering ketutup sendiri pdhl sebelumnya baik baik aja. koneksi internet saya bagus, memo saya tidak penuh jd ini semua murni karna bug. mohon segera di perbaiki.",0,bug aplikasi tutup baik baik koneksi internet bagus memo tidak penuh murni bug mohon baik
832,sangat membutuhkan pekerjaan,1,butuh kerja
833,sangat membantu,2,bantu
834,"aplikasi ini sangat membantu sekali untuk para pencari kerja,.",2,aplikasi bantu cari kerja
835,"Terimakasih glints, aku pale kurleb1 bulan langsung dapet kerja",2,terimakasih glints pale kurleb langsung dapet kerja
836,Sekian byk lamaran yang saya ajukan tidak ada tanggapan oleh pihak pembuat loker. ( Fiktif ).,0,sekian lamar aju tidak tanggap buat loker fiktif
837,kerenn,2,kerenn
838,Keren banget,2,keren banget
839,bagus,2,bagus
840,mantap,2,mantap
841,baik,2,baik
842,good aplikasi,2,good aplikasi
843,bagus,2,bagus
844,aplikasinya mantep,2,aplikasi mantap
845,"Uda peke glints dari tahun 2018-2023 dipanggil interview sekali aja ga pernah, ga guna ini aplikasi.. uninstal!",0,peke glints panggil interview tidak tidak aplikasi uninstal
846,terbaik,2,baik
847,Mudah dan bisa pilih apa yang kita cari,2,mudah pilih cari
848,Semoga aplikasi ini benar benar memberikan bukti dan dapat menambahkan penghasilan yang lebih baik,1,moga aplikasi bukti hasil baik
849,"bagus banyak lowongan bekerja disini,saya dapet tempat magang disini alhamdulilahh terima kasih glints🥹🥰",2,bagus lowong disinisaya dapet magang alhamdulilahh terima kasih glints
850,"Fitur mudah dipahami, dan pengaplikasian sangat mudah. Hanya kekurangan nya di filter pencarian tempat kerja yang kurang relavan, but all udah keren. Di apk ini juga saya dapat pekerjaan yang saya impikan, thankss.",2,fitur mudah paham aplikasi mudah kurang nya filter cari kerja kurang relavan but all keren apk kerja impi thankss
851,Ok,2,ok
852,ok,2,ok
853,mantap,2,mantap
854,menyalaaa,2,menyalaaa
855,keren,2,keren
856,"Aplikasi buruk, mau hapus akun aja susah banget mana loker kayak enggak pernah diupdate. Tingkatkan lagi aplikasinya",0,aplikasi buruk hapus akun susah banget loker diupdate tingkat aplikasi
857,Saya baru bergabung di apk ini. Semoga saja degan ada nya apk ini saya lebih mudah mencari pekerjaan. Aamiin,1,gabung apk moga degan nya apk mudah cari kerja aamiin
858,terimakasih¹,2,terimakasih
859,terimakasih sangat membantu untuk mencari lowongan kerja yang sesuai dengan kemampuan yang dimiliki.,2,terimakasih bantu cari lowong kerja sesuai mampu milik
860,memudahkan mencari kerjaan,2,mudah cari kerja
861,mantap,2,mantap
862,"sangat membantu, dan mudah untuk mencari pekerjaan",2,bantu mudah cari kerja
863,okeesi,2,okeesi
864,ok banget,2,ok banget
865,ok,2,ok
866,memudahkan mencari informasi dan pekerjaan,2,mudah cari informasi kerja
867,goddd👍,2,goddd
868,aplikasi nya bagus bngt bisa memudah kn org cari pekerjaan,2,aplikasi nya bagus bngt mudah orang cari kerja
869,saya butuh pekerjaan sekarang,1,butuh kerja
870,Dalam memilih loker di aplikasi ini harus cermat karena banyak penipu.. Anda juga harus tau ciri ciri tentang penipuan.. Pokonya waspada.,0,pilih loker aplikasi cermat tipu tau ciri ciri tipu poko waspada
871,terima kasih buat admin glints sangat membantu bagi yang sangat membutuh kan pekerjaan,2,terima kasih admin glints bantu butuh kerja
872,terimakasih karena sudah sangat membantu untuk kami yg sedang mencari informasi pekerjaan yg pasti.,2,terimakasih bantu cari informasi kerja
873,Love,2,love
874,"mohon dirubah lagi, jika kita sudah melihat lowongan kerja, kasih notif di bawahnya(viewed/sudah dilihat), kasih notif, dan kasih tambahan lowongan lagi (masih sedikit lowongannya) daripada jobstreet dan indeed",0,mohon rubah lowong kerja kasih pemberitahuan bawahnyaviewedsudah kasih pemberitahuan kasih tambah lowong lowong jobstreet indeed
875,semoga berhasil,2,moga hasil
876,sangat membantu mencari lowongan pekerjaan,2,bantu cari lowong kerja
877,sangat membantu dalam mencari pekerjaa,2,bantu cari pekerjaa
878,"sangat membantu ,keren banget",2,bantu keren banget
879,gk bisa dapat uang,0,tidak uang
880,Apply disini cepatt tanggapan nya,2,apply cepatt tanggap nya
881,"Aplikasi jobseeker yang paling ok sih menurutku.. fast respon, setiap proses ada notifikasi, mau kita ditolak oleh perusahaan juga ada pemberitahuan jadi kita tau hasil lamaran kita.",2,aplikasi cari kerja ok sih turut fast respon proses notifikasi tolak usaha pemberitahuan tau hasil lamar
882,Blom ada panggilan dr 200 lamaran,0,panggil lamar
883,Mantap Caur:),2,mantap caur
884,"Bagus sekali ini aplikasi, bisa membantu cari lowongan pekerjaan",2,bagus aplikasi bantu cari lowong kerja
885,"WOW,SANGAT KEREN APLIKASI GLINTS INI SANGAT' KEREN, KARNA APLIKASI INI BISA CARI LOKER DENGAN SESUAI IMPIAN KALIAN LOH GUYS",2,wowsangat keren aplikasi glints keren aplikasi cari loker sesuai impi loh guys
886,jossss,2,jossss
887,tersedia banyak loker. good lah .,2,sedia loker good
888,"Bagus tampilan yg dulu kalau skrng ribet,,enak dulu bisa saling interaksi sesama pencaker skrng kok gini tampilannya..enakan tampilan yg dulu kalau yg sekarang kaya aplikasi loker yg lainnya ga asik,,",0,bagus tampil ribetenak interaksi pencaker tampilannyaenakan tampil kaya aplikasi loker tidak asik
889,bingung,0,bingung
890,baik,2,baik
891,30% usaha 70% relasi,1,usaha relasi
892,bagus sekali,2,bagus
893,Semoga bisa Bermanfaat,2,moga manfaat
894,"Terimakasih buat developer yang telah rilis aplikasi ini,saya banyak terima kasih banget.sekarang saya dapat pekerjaan di Bali Denpasar Alhamdulillah baru aja saya habis interview online langsung terima kasih sekali lagi buat developernya...semangatttt berjuang temen temen😁💪💪💪",2,terimakasih developer rilis aplikasi inisaya terima kasih bangetsekarang kerja bal denpasar alhamdulillah habis interview online langsung terima kasih developernyasemangatttt juang temen temen
895,apakah bisa bekerja di situ,1,situ
896,sangat bagus,2,bagus
897,sangat membantu,2,bantu
898,bagus mantap,2,bagus mantap
899,pak saya mau kerja sama bapak,1,kerja
900,lagi mau mencoba,1,coba
901,semoga ada rezeki saya disini amiin,1,moga rezeki amiin
902,sangat terbangun untuk mencari loker,2,bangun cari loker
903,keren,2,keren
904,Aplikasi ini sangat membantu,2,aplikasi bantu
905,"sejauh ini sudah bagus, mungkin perlu update beberapa info ulasan dari beberapa karyawan yg pernah bekerja di perusahaan terkait agar bisa lebih memahami budaya dlm perusahaan tsb",1,bagus update informasi ulas karyawan usaha kait paham budaya usaha
906,praktis,2,praktis
907,memudahkan untuk mendapatkan pekerjaan,2,mudah kerja
908,bagus 👍,2,bagus
909,Udah setting pencarian wilayah bandung malah yang keluar daerah lain,0,setting cari wilayah bandung daerah
910,"Glints emang bagus aplikasi nya. Gampang cari kerjaan yang sesuai sama kita, tapi sayang nya dari sebanyak lamaran yang ada. Ga ada satupun yang mau nerima. Mungkin karna dari online makanya selalu di tolak. Jadi emang paling bener itu nyari kerjaan langsung aja. Ga pake apk2 kek gini.",0,glints emang bagus aplikasi nya gampang cari kerja sesuai sayang nya lamar tidak satu nerima online tolak emang bener nyari kerja langsung tidak pakai apk
911,sangat membantu,2,bantu
912,Sya blm pernah mencoba lamaran kerja via on line takut nya PENIPU DI ON LINE,0,coba lamar kerja via on line takut nya tipu on line
913,mantapppppppp,2,mantapppppppp
914,Bagus tp blm pernah coba cari job,1,bagus coba cari job
915,sangat membantu,2,bantu
916,bagus,2,bagus
917,sangat membantu,2,bantu
918,membantu banget dalam ngechat hrd👍 banyak template bagus,2,bantu banget ngechat hrd template bagus
919,Sangat Relevan,2,relevan
920,Lumayan cari Lowongan kerja,2,lumayan cari lowong kerja
921,sangat membantu saya mencari pekerjaan,2,bantu cari kerja
922,respon cepat,2,respon cepat
923,aplikasi bagus membatu untk mencari kerja jadi lebih mudah,2,aplikasi bagus batu untk cari kerja mudah
924,okkk.. tks,2,okkk terimakasih
925,good,2,good
926,glints bantu saya dpt kerja yaaa. sejauh ini respon para hrd nya sangat baik,1,glints bantu kerja yaaa respon hrd nya baik
927,semoga sukses selalu,2,moga sukses
928,ok,2,ok
929,bagus cocok untuk yang sedang mencari lowongan kerja,2,bagus cocok cari lowong kerja
930,baik,2,baik
931,oke bismillah semoga dapet pekerjaan bismillah,1,oke bismillah moga dapet kerja bismillah
932,bagus apk nya,2,bagus apk nya
933,sangat membantu,2,bantu
934,Oke,2,oke
935,nama : M Billy purnama umur : 37 tahun,1,nama m billy purnama umur
936,bagus bgt ni aplikasi pintar gue cepet dibales in HRD nya langsung😂😘,2,bagus banget ni aplikasi pintar cepat dibales in hrd nya langsung
937,Bagus tpi kalau lowongan yg sudah ditutup kenapa ga dihapus ya,1,bagus lowong tutup tidak hapus ya
938,"Tanpa ada status komunikasi tiba2 saja update status belum sesuai dan kurang pengalaman kerja,perilaku HR saat ini rata2 kurang dalam good attitude,banyak yg menghilang tanpa informasi saat di beri feedback dari pertanyaan/permintaan yang diberikan.",0,status komunikasi update status sesuai kurang alam kerjaperilaku kurang good attitudebanyak hilang informasi feedback pertanyaanpermintaan
939,Blm dapet kerja apalagi sudah terlalu lama menganggur. 🥺🤦🏻‍♀️😭😭😭,0,dapet kerja anggur
940,"Good interface, Compact & Usefull feature",2,good interface compact usefull feature
941,Semoga ada yang diterima lamaran kerja saya ini di Glints,1,moga terima lamar kerja glints
942,lumayan,2,lumayan
943,good,2,good
944,ok,2,ok
945,masih belum dapat panggilan,0,panggil
946,semoga amanahh terus,1,moga amanahh
947,Lumayan membantu,2,lumayan bantu
948,Lumayan,2,lumayan
949,baik,2,baik
950,Bagus bisa membantu untuk cari lowongan kerja,2,bagus bantu cari lowong kerja
951,bagus,2,bagus
952,"Bisa ga sih glints kasih kebijakan buat yang bikin loker? Makin kesini lokernya makin ngadi2, persyaratan S1, deskripsi pekerjaan segebok gaji 1-2jt. Itu gaji apa sedekah ya? Tolong dong bikin kebijakan biar sdm kita ga gini2 aja. Kapan indonesia mau maju klo gini",0,tidak sih glints kasih bijak bikin loker kesini lokernya ngadi syarat s deskripsi kerja gebok gaji jt gaji sedekah ya tolong bikin bijak biar sdm tidak indonesia maju
953,sangat rekomen buat yang mencari kerja download aja apk Glints banyak loker tersedia sesuai pilihanmu😊,2,rekomen cari kerja download apk glints loker sedia sesuai pilih
954,great,2,great
955,mantap,2,mantap
956,bagus,2,bagus
957,"Terimakasih atas info n masalah kerjaan ya ,,Dan terimakasih atas kepercayaan nya",1,terimakasih informasi n kerja ya terimakasih percaya nya
958,terbaik👍,2,baik
959,belom coba sya kasih bintang 4 dulu yh,1,bom coba kasih bintang yh
960,bintang 3 dlu soalnya blom dapat kepastian,1,bintang pasti
961,good,1,good
962,sangat baik,2,baik
963,saya puas dengan ini,2,puas
964,"Tolong keterangan: skill tidak sesuai Diperhatikan lagi. Saya melamar skill sesuai, HRD perusahaan ngetik tidak sesuai. Jadinya terkesan asal aja menolaknya, padahal yang bodoh hrdnya... Kata - kata itu dari glints dan diambil pihak perusahaan...",0,tolong terang skill tidak sesuai perhati lamar skill sesuai hrd usaha ngetik tidak sesuai kes tolak bodoh hrdnya glints ambil usaha
965,Menjadi lebih mudah mencarinya👍,2,mudah cari
966,bagus keren dan menjanjikan,2,bagus keren janji
967,Ga jelas aplikasinya udah ngelamar ga ada yang nyantol sama sekali,0,tidak aplikasi lamar tidak nyantol
968,akurasi yang pas,2,akurasi pas
969,Habis update lansung lemot,0,habis update lansung lot
970,sangat bagus,2,bagus
971,rekomen,2,rekomen
972,good job,2,good job
973,nice,2,nice
974,sangat membantu para pencari kerja,2,bantu cari kerja
975,Good,2,good
976,klw keterima saya ksh bintang pull,1,terima kasih bintang pull
977,bagus,2,bagus
978,sangat baik,2,baik
979,"Parah standar Gaji nya, Ga manusiakan Manusia",0,parah standar gaji nya tidak manusia manusia
980,"Susah nyari yg terdekat pilih lokasi jakarta yg muncul di Bali lokernya, ngelamar pun gak ada yg nyantol atau panggilan interview dengan pendidikan dan pengalaman yg cukup tpi tidak ada respon",0,susah nyari dekat pilih lokasi jakarta muncul bal lokernya lamar tidak nyantol panggil interview didik alam cukup tidak respon
981,Aplikasi Loker yang sangat membantu🤗,2,aplikasi loker bantu
982,Platform Loker Recomended,2,platform loker recomended
983,"Gak guna nih aplikasi, masih jauh lebih baik jobstreet, indeed, Linkedin, dll. Ngirim lamaran gak ada satupun yg di buka, ceklis 1, entah eror atau gmna tp gak berguna",0,tidak nih aplikasi baik jobstreet indeed linkedin lain kirim lamar tidak satu buka ceklis eror tidak guna
984,jelek,0,jelek
985,"baguss sih,tapi belum ada hasill",1,baguss sihtapi hasill
986,"Lowongan kerjanya ga update, bnyk lowongan yg udh tutup",0,lowong kerja tidak update lowong tutup
987,Sangat mudah dan membantu. :),2,mudah bantu
988,jika saya diterima kerja melalui glints...saya beri 1 bintang lagi,1,terima kerja glintssaya bintang
989,Cukup untuk memberi info tapi kerjaan blum dapat,0,cukup informasi kerja
990,🌼,1,
991,belum pernah dapet kerja dari sini,0,dapet kerja
992,keren,2,keren
993,keren,2,keren
994,Kurang cook untung yg kesabaran nya setipis tisu,0,kurang masak untung sabar nya setip tisu
995,"aplikasi nya jelek...👎👎👎👎👎👎👎✌️✌️✌️susah di buat bahasa indonesia nya,sudah di program bhs indonesia tetap muncul bhs inggris.",0,aplikasi nya jeleksusah bahasa indonesia nyasudah program bahasa indonesia muncul bahasa inggris
996,sangat membantu,2,bantu
997,smoga bisa ditrima,1,moga ditrima
998,👍,1,
999,luar biasa,2,biasa
1000,keren,2,keren
1001,baru install jadi belum tahu bagus tidaknya aplikasi ini,1,install bagus tidak aplikasi
1002,Indonesia,1,indonesia
1003,Terimakasih glints. Saya selalu mendapatkan pekerjaan lewat aplikasi ini. Job sangat banyak dan bisa dipilih sesuai passion 🙏🙏 Tetap jaga kualitas biar tidak mengecewakan ya,2,terimakasih glints kerja aplikasi job pilih sesuai passion jaga kualitas biar tidak kecewa ya
1004,Banyak lowker untuk yang masih belum bekerja,2,lowker
1005,di tunggu kabar penerimaannya cv sy,1,tunggu kabar terima cv
1006,ok..dapat membantu si pencari kerja..terimakasih..,2,okdapat bantu si cari kerjaterimakasih
1007,butuh krj an,1,butuh kerja an
1008,great app,2,great app
1009,ok,2,ok
1010,bintang 3 dulu nanti kalo dapet pekerjaan baru bintang 5,1,bintang dapet kerja bintang
1011,baru mau coba,1,coba
1012,Terimakasih GLINTS Berkat aplikasi ini saya sudah dapat kerjaan hanya dalam waktu 5 hari. Walaupun memang kadang hasil pencarian dan lokasi masih tidak sesuai dengan yang di inginkan. Saya kira itu saja masalahnya,2,terimakasih glints berkat aplikasi kerja kadang hasil cari lokasi tidak sesuai
1013,mudah,2,mudah
1014,makasih,2,terimakasih
1015,baguss cakep pokonya,2,baguss cakep poko
1016,mantap,2,mantap
1017,Membantu kita mencari lowongan pekerjaan terbaru,2,bantu cari lowong kerja baru
1018,terbaik,2,baik
1019,semoga saya secepatnya bisa mendapatkan pekerjaan dari app ini🙏,1,moga cepat kerja app
1020,"Saya sudah melamar pekerjaan, tapi belum juga ada yang balas dari pihak PT tersebut tolong lah",0,lamar kerja balas loker tolong
1021,Apk nya sangat membantu,2,apk nya bantu
1022,semoga sy dpt pekerjaan,1,moga kerja
1023,baik,2,baik
1024,wowww,2,wowww
1025,sangat membantu,2,bantu
1026,"Kak mohon bantuannya kalo nama institusi apa ya saya gak bisa2 ngisi, a",0,kak mohon bantu nama institusi ya tidak isi a
1027,Tidak efektif,0,tidak efektif
1028,ok,2,ok
1029,good apps,2,good apps
1030,"Sangat bagus apk loker , selalu dapat loker pas sesuai keahlian kita , perusahaan bodong alias tipu tipu minggir dulu di apk ini",2,bagus apk loker loker pas sesuai ahli usaha bodong alias tipu tipu minggir apk
1031,lumayan membantu,2,lumayan bantu
1032,jos,2,jos
1033,bagus,2,bagus
1034,blum coba,1,coba
1035,sangat baik dan mudah di pahami,2,baik mudah paham
1036,aplikasinya bagus,2,aplikasi bagus
1037,"Info lowongan nya benar"" sangat membantu saya dalam mencari pekerjaan",2,informasi lowong nya bantu cari kerja
1038,"Banyak Loker tp chat ga pernah di bales sama HRD, lama menunggu yg datang malah email loker sudah Tutup 😭",1,loker chat tidak balas hrd tunggu email loker tutup
1039,Sangat amat membantu,2,bantu
1040,Semoga bisa membantu,1,moga bantu
1041,menurut pendapat saya apk Glints dapat membantu kaum pengangguran di banyak kota di Indonesia 😀👍🏾,2,dapat apk glints bantu kaum anggur kota indonesia
1042,bgs terus tingkatkan dan pertahankan,2,bgs tingkat tahan
1043,mantapl sekali,2,mantapl
1044,Sangat baik,2,baik
1045,Applikasi ini sangat membantu sekali untuk para pencari pekerjaan akan tetapi applikasi tersebut harus memilih bagaimana caranya si pemberi lowongan itu tidak mengharapkan pembayaran jika si pelamar dtg ke tempat..,1,applikasi bantu cari kerja applikasi pilih si beri lowong tidak harap bayar si lamar
1046,Mantap,2,mantap
1047,msh blm ada yg nerima kerja,0,nerima kerja
1048,bagus,2,bagus
1049,👌,1,
1050,cepat dapet kerjanya.,2,cepat dapet kerja
1051,kaa ini harus diperhatikan si aku ngelamar data entry trus di email harus ngehubungi di telegram habis itu kerjanya admin pesan di e-commerce web gitu tp fiktif trs disuruh top up😭ini bodong kannn masa dari apk ini ada kerja boongan sii😭,0,kaa perhati si lamar data entry email ngehubungi telegram habis kerja admin pesan ecommerce situs fiktif suruh top upini bodong kannn apk kerja boongan sii
1052,bisa lebih mudah untuk mencari kerja,2,mudah cari kerja
1053,good,2,good
1054,kurang tau ya soalnya belum nyoba lamar,1,kurang tau ya nyoba lamar
1055,The best than linked in,2,the best than linked in
1056,"bagus apknya, rekemondasi buat yg nyari kerja",2,bagus apknya rekemondasi nyari kerja
1057,sangat membantu,2,bantu
1058,Mencari pekarjaan sebagai staf jaringan komputer dan dan pengaturan server jaringab serta hotspot jaringan wifi,1,cari pekarjaan staf jaring komputer atur server jaringab hotspot jaring wifi
1059,semoga dapet loker,1,moga dapet loker
1060,Bagus sekali untuk yg sedang mencari pekerjaan,2,bagus cari kerja
1061,Sangat membantu,2,bantu
1062,makasih atas informasinya,2,terimakasih informasi
1063,cara kamarnya mudah dan tentunya gratis. saya suka. tidak seperti aplikasi yang lain yang harus berbayar. terimakasih sudah membuat aplikasi ini. saya harap aplikasi ini tidak memiliki fitur pro hanya untuk pemakai membayar aplikasi agar bisa di pakai.,2,kamar mudah gratis suka tidak aplikasi bayar terimakasih aplikasi harap aplikasi tidak milik fitur pro pakai bayar aplikasi pakai
1064,buruk tidak jelas,0,buruk tidak
1065,♍♍Mmg... jangan kite🪁 🪁out kllo kllo kitoll Jl,1,kite out kllo kllo kitoll jalan
1066,keren..,2,keren
1067,saya kasih bintang 5 smoga membantu saya di kasi pekerjaan,1,kasih bintang moga bantu kasih kerja
1068,sangat terbaik,2,baik
1069,akurat terpercaya,2,akurat percaya
1070,bgus,2,bgus
1071,RIBET CARA NGELAMAR DIAPLIKASI INI....,1,ribet lamar aplikasi
1072,ok,2,ok
1073,thank you very much,2,thank very much
1074,bagus,2,bagus
1075,Semoga ada lowongan untuk penyandang low vision di aplikasi ini,1,moga lowong sandang low vision aplikasi
1076,oke,2,oke
